ModuleName,Layer,TargetSkill,SecondarySkill,RouteConfidence,RouteReason,PrimaryAliases,ExcludeTerms,RelativeBuildCsPath
StructUtilsEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,structutilseditor|unreal|module|struct,email|translation|copywriting,Editor\StructUtilsEditor\StructUtilsEditor.Build.cs
StructViewer,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,structviewer|unreal|module|struct,email|translation|copywriting,Editor\StructViewer\StructViewer.Build.cs
SubobjectDataInterface,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,subobjectdatainterface|unreal|module|subobject,email|translation|copywriting,Editor\SubobjectDataInterface\SubobjectDataInterface.Build.cs
SubobjectEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,subobjecteditor|unreal|module|subobject,email|translation|copywriting,Editor\SubobjectEditor\SubobjectEditor.Build.cs
SVGDistanceField,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,svgdistancefield|unreal|module|svgdistance,email|translation|copywriting,Editor\SVGDistanceField\SVGDistanceField.Build.cs
SwarmInterface,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,swarminterface|unreal|module|swarm,email|translation|copywriting,Editor\SwarmInterface\SwarmInterface.Build.cs
TextureEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,textureeditor|unreal|module|texture,email|translation|copywriting,Editor\TextureEditor\TextureEditor.Build.cs
ToolMenusEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,toolmenuseditor|unreal|module|tool,email|translation|copywriting,Editor\ToolMenusEditor\ToolMenusEditor.Build.cs
TurnkeySupport,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,turnkeysupport|unreal|module|turnkey,email|translation|copywriting,Editor\TurnkeySupport\TurnkeySupport.Build.cs
UATHelper,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,uathelper|unreal|module,email|translation|copywriting,Editor\UATHelper\UATHelper.Build.cs
UMGEditor,Editor,unreal-umg-lifecycle,unreal-cpp-foundations,medium,domain_mapping,umgeditor|ui|umg|slate,email|translation|copywriting,Editor\UMGEditor\UMGEditor.Build.cs
UndoHistoryEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,undohistoryeditor|unreal|module|undo,email|translation|copywriting,Editor\UndoHistoryEditor\UndoHistoryEditor.Build.cs
UniversalObjectLocatorEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,universalobjectlocatoreditor|unreal|module|universal,email|translation|copywriting,Editor\UniversalObjectLocatorEditor\UniversalObjectLocatorEditor.Build.cs
UnrealEd,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,unrealed|unreal|module,email|translation|copywriting,Editor\UnrealEd\UnrealEd.Build.cs
UnrealEdMessages,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,unrealedmessages|unreal|module|messages,email|translation|copywriting,Editor\UnrealEdMessages\UnrealEdMessages.Build.cs
ViewportInteraction,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,viewportinteraction|unreal|module|viewport,email|translation|copywriting,Editor\ViewportInteraction\ViewportInteraction.Build.cs
ViewportSnapping,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,viewportsnapping|unreal|module|viewport,email|translation|copywriting,Editor\ViewportSnapping\ViewportSnapping.Build.cs
VirtualizationEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,virtualizationeditor|unreal|module|virtualization,email|translation|copywriting,Editor\VirtualizationEditor\VirtualizationEditor.Build.cs
VirtualTexturingEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,virtualtexturingeditor|unreal|module|virtual,email|translation|copywriting,Editor\VirtualTexturingEditor\VirtualTexturingEditor.Build.cs
VREditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,vreditor|unreal|module,email|translation|copywriting,Editor\VREditor\VREditor.Build.cs
WorkspaceMenuStructure,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,workspacemenustructure|unreal|module|workspace,email|translation|copywriting,Editor\WorkspaceMenuStructure\WorkspaceMenuStructure.Build.cs
WorldBookmark,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,worldbookmark|unreal|module|world,email|translation|copywriting,Editor\WorldBookmark\WorldBookmark.Build.cs
WorldBrowser,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,worldbrowser|unreal|module|world,email|translation|copywriting,Editor\WorldBrowser\WorldBrowser.Build.cs
WorldPartitionEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,worldpartitioneditor|unreal|module|world,email|translation|copywriting,Editor\WorldPartitionEditor\WorldPartitionEditor.Build.cs
ZenEditor,Editor,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,zeneditor|unreal|module|zen,email|translation|copywriting,Editor\ZenEditor\ZenEditor.Build.cs
DotNetPerforceLib,Programs,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,dotnetperforcelib|asset|cook|package,email|translation|copywriting,Programs\Shared\EpicGames.Perforce.Native\DotNetPerforceLib.Build.cs
LiveLinkHubLauncher,Programs,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,livelinkhublauncher|asset|cook|package,email|translation|copywriting,Programs\LiveLinkHub\Source\LiveLinkHubLauncher\LiveLinkHubLauncher.Build.cs
AdpcmAudioDecoder,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,adpcmaudiodecoder|audio|sound|metasound,email|translation|copywriting,Runtime\AdpcmAudioDecoder\Module\AdpcmAudioDecoder.Build.cs
AdvancedWidgets,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,advancedwidgets|unreal|module|advanced,email|translation|copywriting,Runtime\AdvancedWidgets\AdvancedWidgets.Build.cs
Advertising,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,advertising|unreal|module,email|translation|copywriting,Runtime\Advertising\Advertising\Advertising.Build.cs
AIModule,Runtime,unreal-cpp-foundations,unreal-module-build,high,module_override,aimodule|ai|nav|mass,email|translation|copywriting,Runtime\AIModule\AIModule.Build.cs
Analytics,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,analytics|unreal|module,email|translation|copywriting,Runtime\Analytics\Analytics\Analytics.Build.cs
AnalyticsET,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,analyticset|unreal|module|analytics,email|translation|copywriting,Runtime\Analytics\AnalyticsET\AnalyticsET.Build.cs
AnalyticsHorde,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,analyticshorde|unreal|module|analytics,email|translation|copywriting,Runtime\Analytics\AnalyticsHorde\AnalyticsHorde.Build.cs
AnalyticsLog,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,analyticslog|unreal|module|analytics,email|translation|copywriting,Runtime\Analytics\AnalyticsLog\AnalyticsLog.Build.cs
AnalyticsSwrve,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,analyticsswrve|unreal|module|analytics,email|translation|copywriting,Runtime\Analytics\AnalyticsSwrve\AnalyticsSwrve.Build.cs
AnalyticsVisualEditing,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,analyticsvisualediting|unreal|module|analytics,email|translation|copywriting,Runtime\Analytics\AnalyticsVisualEditing\AnalyticsVisualEditing.Build.cs
AndroidAdvertising,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,androidadvertising|unreal|module|android,email|translation|copywriting,Runtime\Advertising\Android\AndroidAdvertising\AndroidAdvertising.Build.cs
AndroidLocalNotification,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,androidlocalnotification|unreal|module|android,email|translation|copywriting,Runtime\Android\AndroidLocalNotification\AndroidLocalNotification.Build.cs
AndroidRuntimeSettings,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,androidruntimesettings|unreal|module|android,email|translation|copywriting,Runtime\Android\AndroidRuntimeSettings\AndroidRuntimeSettings.Build.cs
AnimationCore,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,animationcore|animation|skeletal|rig,email|translation|copywriting,Runtime\AnimationCore\AnimationCore.Build.cs
AnimGraphRuntime,Runtime,unreal-cpp-foundations,unreal-module-build,high,module_override,animgraphruntime|animation|skeletal|rig,email|translation|copywriting,Runtime\AnimGraphRuntime\AnimGraphRuntime.Build.cs
AppFramework,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,appframework|unreal|module|app,email|translation|copywriting,Runtime\AppFramework\AppFramework.Build.cs
ApplicationCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,applicationcore|core|engine|uobject,email|translation|copywriting,Runtime\ApplicationCore\ApplicationCore.Build.cs
AssetRegistry,Runtime,unreal-testing-debugging,unreal-module-build,high,module_override,assetregistry|asset|cook|package,email|translation|copywriting,Runtime\AssetRegistry\AssetRegistry.Build.cs
AudioAnalyzer,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,audioanalyzer|audio|sound|metasound,email|translation|copywriting,Runtime\AudioAnalyzer\AudioAnalyzer.Build.cs
AudioCaptureAndroid,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,audiocaptureandroid|audio|sound|metasound,email|translation|copywriting,Runtime\AudioCaptureImplementations\Android\AudioCaptureAndroid\AudioCaptureAndroid.Build.cs
AudioCaptureAudioUnit,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,audiocaptureaudiounit|audio|sound|metasound,email|translation|copywriting,Runtime\AudioCaptureImplementations\IOS\AudioCaptureAudioUnit\AudioCaptureAudioUnit.Build.cs
AudioCaptureCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,audiocapturecore|core|engine|uobject,email|translation|copywriting,Runtime\AudioCaptureCore\AudioCaptureCore.Build.cs
AudioCaptureRtAudio,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,audiocapturertaudio|audio|sound|metasound,email|translation|copywriting,Runtime\AudioCaptureImplementations\AudioCaptureRtAudio\AudioCaptureRtAudio.Build.cs
AudioCaptureWasapi,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,audiocapturewasapi|audio|sound|metasound,email|translation|copywriting,Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\AudioCaptureWasapi.Build.cs
AudioExtensions,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,audioextensions|audio|sound|metasound,email|translation|copywriting,Runtime\AudioExtensions\AudioExtensions.Build.cs
AudioLinkCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,audiolinkcore|core|engine|uobject,email|translation|copywriting,Runtime\AudioLink\AudioLinkCore\AudioLinkCore.Build.cs
AudioLinkEngine,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,audiolinkengine|core|engine|uobject,email|translation|copywriting,Runtime\AudioLink\AudioLinkEngine\AudioLinkEngine.Build.cs
AudioMixer,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,audiomixer|audio|sound|metasound,email|translation|copywriting,Runtime\AudioMixer\AudioMixer.Build.cs
AudioMixerAndroid,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,audiomixerandroid|audio|sound|metasound,email|translation|copywriting,Runtime\Android\AudioMixerAndroid\AudioMixerAndroid.Build.cs
AudioMixerAudioUnit,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,audiomixeraudiounit|audio|sound|metasound,email|translation|copywriting,Runtime\Apple\AudioMixerAudioUnit\AudioMixerAudioUnit.Build.cs
AudioMixerCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,audiomixercore|core|engine|uobject,email|translation|copywriting,Runtime\AudioMixerCore\AudioMixerCore.Build.cs
AudioMixerCoreAudio,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,audiomixercoreaudio|core|engine|uobject,email|translation|copywriting,Runtime\Apple\AudioMixerCoreAudio\AudioMixerCoreAudio.Build.cs
AudioMixerPlatformAudioLink,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,audiomixerplatformaudiolink|audio|sound|metasound,email|translation|copywriting,Runtime\AudioLink\AudioMixerPlatformAudioLink\AudioMixerPlatformAudioLink.Build.cs
AudioMixerSDL,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,audiomixersdl|audio|sound|metasound,email|translation|copywriting,Runtime\Linux\AudioMixerSDL\AudioMixerSDL.Build.cs
AudioMixerWasapi,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,audiomixerwasapi|audio|sound|metasound,email|translation|copywriting,Runtime\Windows\AudioMixerWasapi\AudioMixerWasapi.Build.cs
AudioMixerXAudio2,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,audiomixerxaudio2|audio|sound|metasound,email|translation|copywriting,Runtime\Windows\AudioMixerXAudio2\AudioMixerXAudio2.Build.cs
AudioPlatformConfiguration,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,audioplatformconfiguration|audio|sound|metasound,email|translation|copywriting,Runtime\AudioPlatformConfiguration\AudioPlatformConfiguration.Build.cs
AudioPlatformSupportWasapi,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,audioplatformsupportwasapi|audio|sound|metasound,email|translation|copywriting,Runtime\AudioPlatformSupport\Windows\WASAPI\AudioPlatformSupportWasapi.Build.cs
AugmentedReality,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,augmentedreality|unreal|module|augmented,email|translation|copywriting,Runtime\AugmentedReality\AugmentedReality.build.cs
AutomationMessages,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,automationmessages|unreal|module|automation,email|translation|copywriting,Runtime\AutomationMessages\AutomationMessages.Build.cs
AutomationTest,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,automationtest|unreal|module|automation,email|translation|copywriting,Runtime\AutomationTest\AutomationTest.Build.cs
AutomationWorker,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,automationworker|unreal|module|automation,email|translation|copywriting,Runtime\AutomationWorker\AutomationWorker.Build.cs
AutoRTFM,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,autortfm|unreal|module|auto,email|translation|copywriting,Runtime\AutoRTFM\AutoRTFM.Build.cs
AVEncoder,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,avencoder|unreal|module,email|translation|copywriting,Runtime\AVEncoder\AVEncoder.Build.cs
AVIWriter,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,aviwriter|unreal|module,email|translation|copywriting,Runtime\AVIWriter\AVIWriter.Build.cs
BackgroundHTTP,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,backgroundhttp|network|online|replication,email|translation|copywriting,Runtime\Online\BackgroundHTTP\BackgroundHTTP.Build.cs
BackgroundHTTPFileHash,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,backgroundhttpfilehash|network|online|replication,email|translation|copywriting,Runtime\Online\BackgroundHTTPFileHash\BackgroundHTTPFileHash.Build.cs
BinkAudioDecoder,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,binkaudiodecoder|audio|sound|metasound,email|translation|copywriting,Runtime\BinkAudioDecoder\Module\BinkAudioDecoder.Build.cs
BlueprintRuntime,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,blueprintruntime|unreal|module|blueprint,email|translation|copywriting,Runtime\BlueprintRuntime\BlueprintRuntime.Build.cs
BuildPatchServices,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,buildpatchservices|network|online|replication,email|translation|copywriting,Runtime\Online\BuildPatchServices\BuildPatchServices.Build.cs
BuildSettings,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,buildsettings|unreal|module|settings,email|translation|copywriting,Runtime\BuildSettings\BuildSettings.Build.cs
CADKernel,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,cadkernel|unreal|module,email|translation|copywriting,Runtime\Datasmith\CADKernel\Base\CADKernel.Build.cs
CADKernelEngine,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,cadkernelengine|core|engine|uobject,email|translation|copywriting,Runtime\Datasmith\CADKernel\Engine\CADKernelEngine.Build.cs
Cbor,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,cbor|unreal|module,email|translation|copywriting,Runtime\Cbor\Cbor.Build.cs
CEF3Utils,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,cef3utils|unreal|module|cef3,email|translation|copywriting,Runtime\CEF3Utils\CEF3Utils.Build.cs
Chaos,Runtime,unreal-physics-collision,unreal-cpp-foundations,high,module_override,chaos|physics|collision,email|translation|copywriting,Runtime\Experimental\Chaos\Chaos.Build.cs
ChaosCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,chaoscore|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\ChaosCore\ChaosCore.Build.cs
ChaosSolverEngine,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,chaossolverengine|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\ChaosSolverEngine\ChaosSolverEngine.Build.cs
ChaosVDData,Runtime,unreal-physics-collision,unreal-cpp-foundations,medium,domain_mapping,chaosvddata|physics|chaos|collision,email|translation|copywriting,Runtime\Experimental\ChaosVDData\ChaosVDData.build.cs
ChaosVDRuntime,Runtime,unreal-physics-collision,unreal-cpp-foundations,medium,domain_mapping,chaosvdruntime|physics|chaos|collision,email|translation|copywriting,Runtime\Experimental\ChaosVisualDebugger\ChaosVDRuntime.Build.cs
ChaosVehiclesCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,chaosvehiclescore|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\ChaosVehicles\ChaosVehiclesCore\ChaosVehiclesCore.Build.cs
ChaosVehiclesEngine,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,chaosvehiclesengine|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\ChaosVehicles\ChaosVehiclesEngine\ChaosVehiclesEngine.Build.cs
CinematicCamera,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,cinematiccamera|unreal|module|cinematic,email|translation|copywriting,Runtime\CinematicCamera\CinematicCamera.Build.cs
ClientPilot,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,clientpilot|unreal|module|client,email|translation|copywriting,Runtime\ClientPilot\ClientPilot.Build.cs
ClothingSystemRuntimeCommon,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,clothingsystemruntimecommon|unreal|module|clothing,email|translation|copywriting,Runtime\ClothingSystemRuntimeCommon\ClothingSystemRuntimeCommon.Build.cs
ClothingSystemRuntimeInterface,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,clothingsystemruntimeinterface|unreal|module|clothing,email|translation|copywriting,Runtime\ClothingSystemRuntimeInterface\ClothingSystemRuntimeInterface.Build.cs
ClothingSystemRuntimeNv,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,clothingsystemruntimenv|unreal|module|clothing,email|translation|copywriting,Runtime\ClothingSystemRuntimeNv\ClothingSystemRuntimeNv.Build.cs
ColorManagement,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,colormanagement|unreal|module|color,email|translation|copywriting,Runtime\ColorManagement\ColorManagement.Build.cs
Constraints,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,constraints|animation|skeletal|rig,email|translation|copywriting,Runtime\Experimental\Animation\Constraints\Constraints.Build.cs
CookOnTheFly,Runtime,unreal-testing-debugging,unreal-module-build,high,module_override,cookonthefly|asset|cook|package,email|translation|copywriting,Runtime\CookOnTheFly\CookOnTheFly.Build.cs
Core,Runtime,unreal-module-build,unreal-cpp-foundations,high,module_override,core|engine|uobject,email|translation|copywriting,Runtime\Core\Core.Build.cs
CoreOnline,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,coreonline|core|engine|uobject,email|translation|copywriting,Runtime\CoreOnline\CoreOnline.Build.cs
CorePreciseFP,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,coreprecisefp|core|engine|uobject,email|translation|copywriting,Runtime\CorePreciseFP\CorePreciseFP.build.cs
CoreUObject,Runtime,unreal-module-build,unreal-cpp-foundations,high,module_override,coreuobject|core|engine|uobject,email|translation|copywriting,Runtime\CoreUObject\CoreUObject.Build.cs
CrashReportCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,crashreportcore|core|engine|uobject,email|translation|copywriting,Runtime\CrashReportCore\CrashReportCore.Build.cs
CUDA,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,cuda|unreal|module,email|translation|copywriting,Runtime\CUDA\Source\CUDA.Build.cs
D3D11RHI,Runtime,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,d3d11rhi|render|shader|rhi,email|translation|copywriting,Runtime\Windows\D3D11RHI\D3D11RHI.Build.cs
D3D12RHI,Runtime,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,d3d12rhi|render|shader|rhi,email|translation|copywriting,Runtime\D3D12RHI\D3D12RHI.Build.cs
DataflowCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,dataflowcore|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\Dataflow\Core\DataflowCore.Build.cs
DataflowEngine,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,dataflowengine|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\Dataflow\Engine\DataflowEngine.Build.cs
DataflowSimulation,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,dataflowsimulation|unreal|module|dataflow,email|translation|copywriting,Runtime\Experimental\Dataflow\Simulation\DataflowSimulation.Build.cs
DatasmithCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,datasmithcore|core|engine|uobject,email|translation|copywriting,Runtime\Datasmith\DatasmithCore\DatasmithCore.Build.cs
DeveloperSettings,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,developersettings|unreal|module|settings,email|translation|copywriting,Runtime\DeveloperSettings\DeveloperSettings.Build.cs
DirectLink,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,directlink|unreal|module|direct,email|translation|copywriting,Runtime\Datasmith\DirectLink\DirectLink.Build.cs
Engine,Runtime,unreal-module-build,unreal-cpp-foundations,high,module_override,engine|core|uobject,email|translation|copywriting,Runtime\Engine\Engine.Build.cs
EngineMessages,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,enginemessages|core|engine|uobject,email|translation|copywriting,Runtime\EngineMessages\EngineMessages.Build.cs
EngineSettings,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,enginesettings|core|engine|uobject,email|translation|copywriting,Runtime\EngineSettings\EngineSettings.Build.cs
EventLoop,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,eventloop|network|online|replication,email|translation|copywriting,Runtime\Online\Experimental\EventLoop\EventLoop.Build.cs
EventLoopUnitTests,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,eventloopunittests|network|online|replication,email|translation|copywriting,Runtime\Online\Experimental\EventLoopTests\EventLoopUnitTests.Build.cs
ExternalRpcRegistry,Runtime,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,externalrpcregistry|asset|cook|package,email|translation|copywriting,Runtime\ExternalRPCRegistry\ExternalRpcRegistry.Build.cs
EyeTracker,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,eyetracker|unreal|module|eye,email|translation|copywriting,Runtime\EyeTracker\EyeTracker.Build.cs
FieldNotification,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,fieldnotification|unreal|module|field,email|translation|copywriting,Runtime\FieldNotification\FieldNotification.Build.cs
FieldSystemEngine,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,fieldsystemengine|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\FieldSystem\Source\FieldSystemEngine\FieldSystemEngine.Build.cs
Foliage,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,foliage|unreal|module,email|translation|copywriting,Runtime\Foliage\Foliage.Build.cs
FriendsAndChat,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,friendsandchat|unreal|module|friends,email|translation|copywriting,Runtime\FriendsAndChat\FriendsAndChat.Build.cs
GameMenuBuilder,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,gamemenubuilder|unreal|module|game,email|translation|copywriting,Runtime\GameMenuBuilder\GameMenuBuilder.Build.cs
GameplayDebugger,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,gameplaydebugger|gameplay|ability|input,email|translation|copywriting,Runtime\GameplayDebugger\GameplayDebugger.Build.cs
GameplayMediaEncoder,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,gameplaymediaencoder|gameplay|ability|input,email|translation|copywriting,Runtime\GameplayMediaEncoder\GameplayMediaEncoder.Build.cs
GameplayTags,Runtime,unreal-cpp-foundations,unreal-module-build,high,module_override,gameplaytags|gameplay|ability|input,email|translation|copywriting,Runtime\GameplayTags\GameplayTags.Build.cs
GameplayTasks,Runtime,unreal-cpp-foundations,unreal-module-build,high,module_override,gameplaytasks|gameplay|ability|input,email|translation|copywriting,Runtime\GameplayTasks\GameplayTasks.Build.cs
GeometryCollectionEngine,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,geometrycollectionengine|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\GeometryCollectionEngine\GeometryCollectionEngine.Build.cs
GeometryCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,geometrycore|core|engine|uobject,email|translation|copywriting,Runtime\GeometryCore\GeometryCore.Build.cs
GeometryFramework,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,geometryframework|unreal|module|geometry,email|translation|copywriting,Runtime\GeometryFramework\GeometryFramework.Build.cs
HardwareSurvey,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,hardwaresurvey|unreal|module|hardware,email|translation|copywriting,Runtime\HardwareSurvey\HardwareSurvey.Build.cs
HeadMountedDisplay,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,headmounteddisplay|unreal|module|head,email|translation|copywriting,Runtime\HeadMountedDisplay\HeadMountedDisplay.Build.cs
HTTP,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,high,module_override,http|network|online|replication,email|translation|copywriting,Runtime\Online\HTTP\HTTP.Build.cs
HttpNetworkReplayStreaming,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,httpnetworkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\HttpNetworkReplayStreaming\HttpNetworkReplayStreaming.Build.cs
HttpServer,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,httpserver|network|online|replication,email|translation|copywriting,Runtime\Online\HTTPServer\HttpServer.Build.cs
Icmp,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,icmp|network|online|replication,email|translation|copywriting,Runtime\Online\ICMP\Icmp.Build.cs
